Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
India,Asia - Southern,Asia,South Asia,1984,[1984],60.90428126,20.92134,20.52994,0,4.358,0.582768945,8,0.31572403,6.175108918,39.59999847,,256.45344,,,,7.816486673,1894.450049,,,102.6,7.923232845,,56.792,,,,,0.396499991,,,,0.052055226,2.256026172,767146806,233.369,,63.114,,20.98618549,,,,1.97E+11,,-1.459473338,,24.098,3.298875485,447069.3333
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],20.45297725,20.03233,20.47609,0.001062493,3.887,0.68105417,-7,0.386035483,25.58711091,50.29999924,,453.8597054,,,,22.07785172,3218.535839,,,75.4,8.047928808,,60.688,,,,,,,,,0.139113768,2.123845659,164706919,86.48,88.4,89.97,,28.12195431,,,,74753833727,,3.509259189,,25.292,5.32575817,112174.3333
Iran,Asia - Southern,Asia,Middle East & North Africa,1984,[1984],36.56013018,23.49059,23.72762,0,6.374,3.366745377,-6,1.112308115,12.00724731,23.29999924,,1518.006965,,,,15.83345061,15498.62838,,,58.8,11.29249586,,53.882,,,,,,,,,0.889335707,3.791840714,44790735,27.176,,,,215.997223,,,,67992647699,,-3.8262033,,52.6546,5.193148252,150799
Iraq,Asia - Western,Asia,Middle East & North Africa,1984,[1984],21.72073988,25.33199,26.64706,0,6.276,2.655734037,-9,0.803507772,,14.60000038,,,,,,,24487.80818,,,47.7,,,60.673,,,,,,,,,,2.634373333,15137560,34.536,,77.402,,561.0306331,,,,,,,,68.1178,3.557896825,40201.33333
Ireland,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],82.68253738,25.90272,24.86197,0,2.564,7.245786497,10,2.346151919,55.32308064,34.79999924,,10792.0388,,,5.900000095,56.79493382,25906.87845,,,9.3,,,73.71,,,7.400000095,,,0.6019096,0.9780306,0.2297235,1.118913989,0.62163163,3523059,50.134,,104.643,,1064.232332,6.448884,,18.724,,,-1.471853184,13.93588,56.0866,0.956182024,25527.33333
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],63.15789474,,,,,,,,,,,8217.082111,,,,,21874.79207,,,,,,,,,,,,,,,,-0.307893507,64209,112.253,,,,,,,,527610625.2,,,,51.7688,-0.315233566,
Israel,Asia - Western,Asia,Middle East & North Africa,1984,[1984],26.06284658,24.94352,24.72481,,3.106,5.91026259,9,1.828539072,40.58407763,53.5,,13403.80135,,,4.179999828,55.13357796,30925.14224,,,12.8,390.678824,,75.11,,,,,3.353399992,1.601342,2.293875,0.9187008,,1.306891703,4017024,181.396,,104.699,,829.5501287,4.950873,,,55746409835,,-14.54950033,10.21662,89.579,1.585245765,23741.66667
Italy,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],58.63112441,25.42456,25.04221,0,1.457,6.482438518,10,2.253718924,21.89152927,47.20000076,,13882.43755,,,7.300000191,22.30988649,35061.38778,,,11.2,10.76184515,,75.56,,,5.900000095,,,1.621727,2.684458,0.5824397,1.496413965,0.022350913,56709575,188.205,,98.794,,765.5932439,3.833634,,13.96,7.85E+11,,-0.418357227,14.54738,66.7888,0.078064392,367616.3333
Jamaica,America - Central,Central and South America,America,1984,[1984],44.04432133,22.44398,24.93347,0,3.394,2.266157255,10,0.879950436,55.57835184,86.09999847,,2674.566619,,,,61.61030117,12233.73359,,,29.1,35.91919576,,71.087,,,,,0.489100009,,,,,1.72986363,2270069,206.539,,104.066,,159.1044722,,,,6097744435,,-6.031949326,,48.087,2.433144078,5144.333333
Japan,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],16.44091034,22.17225,21.40332,0.033851571,1.73,8.285399498,10,3.017806162,14.72016367,60,,25972.89455,,,6.170000076,12.16783965,40679.90529,,,5.8,1.743512926,,77.54,,,0.400000006,,1.4,0.9808344,1.072622,0.8900264,1.826620468,0.634413291,119320901,315.77,,101.281,,1184.387424,12.92211,,4.5,3.12E+12,,2.652397938,10.22058,76.6046,0.774712122,988621.3333
Jersey,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78740,,,,,,,,,,,,,,,
Jordan,Asia - Western,Asia,Middle East & North Africa,1984,[1984],11.89936537,25.15302,28.05407,0,6.771,3.100657786,-9,1.009418803,37.66528717,13.60000038,,2057.323839,,,,76.66801252,8544.459911,,,36.9,-0.267351045,,67.897,,,,,1.159399986,,,,,3.811168024,2693837,30.152,,102.731,,238.5414002,,,,5248851957,,-39.00272535,,64.995,5.77509261,8352.666667
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1984,[1984],,24.75603,25.49498,0,3.006,,-7,,,88.5,,,,,,,14546.57979,,,51.9,,,66.626,,,,,3.531300068,,,,,1.149883304,15596921,5.724,,,,,,,,,,,,55.6364,1.823650857,
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],44.81322697,20.48854,21.13585,0,7.049,0.22807796,-7,0.438497866,26.7498927,81.09999847,,406.2731223,,,,32.05400491,2559.02696,,,62.7,10.19071997,,59.383,,,,,,,,,,3.767084037,18937969,32.631,,90.297,,30.02871793,,,,7685466665,,-5.30411221,,15.9798,4.38980265,4319.333333
Kiribati,Oceania,Oceania,East Asia & Pacific,1984,[1984],48.14814815,25.79347,26.36935,0,4.912,0.361420052,,,39.23046289,,,730.5850252,,,,105.7715284,5301.158654,,,80.8,1.15367237,,57.908,,,,,,,,,,2.298459939,60871,83.844,,93.789,,,,,,46437159.51,,-66.54106547,,33.2896,3.056516899,22
Kuwait,Asia - Western,Asia,Middle East & North Africa,1984,[1984],7.687991021,25.9014,28.31658,0,4.456,17.08795166,-8,7.59032411,60.11297588,33.59999847,,,,,,44.64112095,65151.30127,,,21.3,0.349309725,,70.705,,,,,,2.569559,4.057983,0.999512,4.671194082,4.66451268,1659961,93.162,,96.358,,4184.434385,0.94102,,,,,15.47185493,36.79192,97.2786,5.308449299,28365.33333
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1984,[1984],,24.44845,25.34923,,4.097,,-7,,,84.30000305,,,,,,,5139.641595,,,,,,64.753,,,,,,,,,,,3933002,,,,,,,,,,,,,,,
Lao,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],,,,,,,,,,,,206.459758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],,25.18238,25.46165,0,2.102,,-7,,,93.59999847,,3725.557251,,,,,19193.78123,,,18.1,-1.541453449,,69.44,,,,,,5.789834,8.177358,3.659555,,0.627872772,2563992,39.69,,,,,22.13773,,,9545052777,,,25.21344,68.267,1.05799359,
Lebanon,Asia - Western,Asia,Middle East & North Africa,1984,[1984],58.45552297,24.30688,24.61598,0,3.587,2.454909192,0,0.687199447,,29.60000038,,,,,,,8251.873203,,,34.3,,,68.68,,,,,,,,,,0.719628292,2872204,276.173,,,,,,,,,,,,78.272,2.199763941,7051
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1984,[1984],75.79051383,20.64601,25.38587,0,5.377,,-7,,14.41661944,69.80000305,,286.0878672,,,,130.8959358,1504.110503,,,78.5,4.855848535,,55.897,,,,,,,,,,2.464788158,1453098,47.87,,128.722,,,,,,415713707.7,,-116.4793164,,11.6916,2.982737418,
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],26.84800664,21.23418,21.69937,0,6.917,0.321331797,-6,,55.51115167,59,,551.974036,,,,45.60441691,1062.397428,,,155.8,5.267152784,,47.206,32.10676616,47.63379359,,,,,,,,2.462591285,2179471,19.57,,,,,,,,1203011422,,4.817366898,,38.447,4.618470455,700.3333333
Libya,Africa - Northern,Africa,Middle East & North Africa,1984,[1984],8.760812485,24.8035,27.11086,0,6.897,7.718690385,-7,2.475919746,,17.20000076,,,,,,,29748.98379,,,49,,,66.234,60.16439333,89.33790064,,,,,,,,4.380308151,3708142,2.107,,,,459.9549949,,,,,,,,74.3788,5.83097495,28622
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1984,[1984],56.25,,,,,,,,,,,38591.08105,,,,,84490.65914,,,,2.95143213,,,,,,,,,,,,1.445318546,26761,167.256,,,,,,,,1032735920,,,,17.75,0.710000479,
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],,25.99007,26.75682,0,2.056,,-7,,,90.09999847,,,,,,,25564.97584,,,16.2,,,70.49,,,,,,,,,,0.829019019,3532724,54.1,,,,,,,20.514,,,,,64.262,2.04392578,
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1984,[1984],,25.19478,24.42188,0,1.448,24.42438335,,8.112675479,104.00041,42.29999924,,22985.0677,,,7.400000095,93.36715818,59212.14225,,,9.7,4.407485825,,73.11,,,0.699999988,,1.7,,,,,0.102785608,365550,141.357,,95.442,,1515.54009,,,10.74,8413233453,,10.61810978,,80.5436,0.258599007,8928.333333
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],,,,,,,,,,,,11008.99817,,,,,34731.53034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],62.17972968,20.76609,20.36591,0,6.135,0.100802393,-6,,13.28297236,87.90000153,,295.8589576,,,,17.90882396,2392.112923,,,107.9,10.2588194,,49.634,,,,,,,,,,2.55395381,9530197,16.234,,,,,,,,2819522558,,-4.6258516,,20.4512,4.937999667,960.6666667
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],42.32074671,20.863,20.89022,0,7.583,0.079991718,-9,,28.37062306,88.69999695,,152.2302026,,,,26.42614601,1298.057855,,,146.3,12.77205556,,45.833,,,,,0.087399997,,,,,3.299518628,6967388,58.804,,71.599,,,,,,1060647029,,1.944477055,,9.9404,5.564319219,557.3333333
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],17.45548623,22.00053,22.69314,0,3.679,2.262858242,4,1.002311906,53.45964338,48.90000153,,2234.910073,,,,51.62583469,10720.72195,1.73,38.42,19.9,5.546167292,,69.224,,,,,,,,,0.61172962,2.686386393,15331937,46.482,12.31,99.295,,,,,,34265500441,,1.833808689,,45.1232,4.407102187,34694
Maldives,Asia - Southern,Asia,South Asia,1984,[1984],30,20.73497,22.50962,0,7.24,0.325495548,,,77.16645078,25.79999924,,,,,,86.93782383,2739.757007,,,88.7,,,55.877,,,,,,,,,,3.602207036,180238,604.826,,,,,,,,,,-9.771373057,,24.8428,6.246057472,58.66666667
Mali,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],26.2934461,20.35725,19.44987,0,7.088,0.055466776,-7,,17.79598654,41.70000076,,194.675116,,,,32.8211184,1302.551378,,,145.9,11.29928294,,42.753,,,,,,,,,,1.979387638,7866571,6.343,,55.386,,,,,,1531425622,,-15.02513186,,20.5072,4.476764927,436.3333333
Malta,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],40.625,25.86289,25.99225,0,2.054,3.95426504,,1.245235078,62.4184565,11.5,,5162.190472,,,,76.47608515,20036.51428,,,12.8,-0.176646272,,73.964,,,,,1.379500031,,,,,0.020873764,344944,1091.595,,93.652,,563.5955478,,,15.85,1706584035,,-14.05762865,,89.8194,0.030448991,1364
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1984,[1984],,25.30169,26.23508,0,,,,,,,,1990.224514,,,,,11815.58083,,,46.3,4.107053558,,,,,,,,,,,,4.680919449,36562,202,,,,,,,,72766588.69,,,,61.2156,5.879601364,
Martinique,America - Central,Central and South America,America,1984,[1984],,,,,2.113,4.395334852,,,,71.69999695,,,,,,,21749.16426,,,,,,72.496,,,,,,,,,,,337024,305.829,,,,,,,,,,,,,,1481.333333
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],38.35742699,21.03823,22.99698,0,6.219,0.508828647,-7,,45.58724622,67.5,,492.2848156,,,,73.13771049,2745.019717,,,88.6,10.91260671,,56.476,,,,,0.082500003,,,,,2.79169205,1700638,1.658,,,,,,,,837198264.3,,-27.55046428,,33.4694,7.453909579,865.3333333
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],56.15763547,22.40026,23.57018,0,2.273,0.623465574,10,,48.46630243,45.29999924,,1767.393852,,,,51.80187139,7599.18302,,,24.3,7.463674187,,68.251,,,,,,1.813111,2.982708,0.9759315,,0.83875885,1005669,492.975,,95.336,,,20.10519,,,1783713081,,-3.335568961,1.147666,42.3302,0.826475231,627
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],45.94594595,,,,7.249,,,,,,,,,,,,,,,,,,69.688,,,,,,,,,,,67287,179.912,,,,,,,,,,,,,,
Mexico,America - Central,Central and South America,America,1984,[1984],51.1520358,24.97602,25.28986,0,4.029,3.717522616,-3,1.400088299,17.38113668,42.40000153,,4965.133903,,,1.559999943,9.552644091,18354.46937,1.87,35.1,47.2,59.09347829,,68.387,,,,,,20.73918,38.862,3.365071,0.746598891,1.960837698,74673296,38.134,28.46,94.398,,178.6546261,2.128917,,,3.71E+11,,7.828492587,19.88817,68.4278,2.72690464,277599.6667
Monaco,Europe - Western,Europe,Europe & Central Asia,1984,[1984],,,,0,,,,,,,,65093.1709,,,,,54905.58749,,,,7.277082434,,,,,,,,,,,,1.965337404,28004,18794.631,,,,,,,,1822869158,,,,100,1.965337404,
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],80.20803831,23.59294,24.67765,0,5.526,3.440236886,-7,,29.17961263,71.40000153,,479.4009569,,,,65.07162808,4244.933581,,,92.9,-3.08759362,,57.967,,,,,,,,,,2.596775217,1874774,1.197,,,,,,,,898768449.5,,-35.89201545,,54.4486,3.688879015,6449.666667
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],,25.59635,25.96887,,2.104,,-5,,,,,,,,,,22955.26414,,,23.3,,,73.718,,,,,,,,,,-0.080217235,574459,41.591,,,,,,,,,,,,41.2226,2.630452918,
Montserrat,America - Central,Central and South America,America,1984,[1984],,,,,,1.922068845,,,,,,,,,,,18673.7959,,,,,,,,,,,,,,,,,11446,112.216,,,,,,,,,,,,,,22
Morocco,Africa - Northern,Africa,Middle East & North Africa,1984,[1984],65.83912167,23.52726,24.00485,0,5.123,0.819080508,-8,0.252016241,23.82431245,23.79999924,,1013.153605,,,,33.59467147,5310.411729,,,80.4,8.606780033,,60.739,,,,,,,,,,2.591558924,21747150,48.7,,63.793,,63.35680087,,,,22213551848,,-9.770359014,,44.0652,4.224694656,17812.66667
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],60.18718686,20.48482,20.74128,0,6.42,0.116395423,-8,0.484519851,4.145656684,91.90000153,,143.728719,,,,18.35996363,813.1971662,,,166,17.67564743,,42.947,,,,,,,,,,1.575286541,13199259,16.466,,,,10.29357646,,,,1897112587,,-14.21430695,,16.019,6.219856729,1536.333333
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],15.94699636,19.83216,20.09005,0,4.456,0.185183197,-8,0.288237796,5.845476341,76.40000153,,,,,,9.405377103,2114.323034,,,86.1,2.51788875,,56.524,,,,,,,,,,1.847022676,35481981,52.443,,,,10.37340418,,,,,,-3.559900762,,24.0586,1.936011741,6570.666667
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1984,[1984],46.96036634,21.1646,23.182,0,6.022,,,,54.6705588,63.59999847,,2029.259351,,,,70.01668057,7579.161443,,,57.8,11.86048798,,59.523,,,,,,,,,,2.771547772,1112679,1.35,,,,,,,,2257914266,,-15.34612177,,26.106,3.772480059,
Nauru,Oceania,Oceania,East Asia & Pacific,1984,[1984],,29.04548,29.42018,,,15.56970984,,,,,,,,,,,25843.58671,,,,,,,,,,,,,,,,,8007,381.286,,,,,,,,,,,,,,124.6666667
Nepal,Asia - Southern,Asia,South Asia,1984,[1984],30.04895105,20.81872,18.81432,0,5.569,0.042564301,-2,0.305280779,10.6524501,47,,153.8119027,,,,19.44909969,1454.033073,,,124,6.377949965,,50.421,,,,,0.031399999,,,,,2.368155969,16539682,112.376,,41.368,,9.512130569,,,,2543999958,,-8.796649583,,7.127,6.069900517,704
Netherlands,Europe - Western,Europe,Europe & Central Asia,1984,[1984],59.71563981,24.22622,24.07384,,1.49,10.087277,10,4.147701528,60.58682604,43.40000153,,16162.33112,,,8.68999958,55.32548494,41722.02596,,,8,2.307108445,,76.32,,,,,2.2,0.9287044,1.290458,0.5577486,1.9943333,0.39693319,14378740,346.242,,99.023,,1099.363995,8.314747,,7.5,2.33E+11,,5.261341096,10.66665,66.3242,0.993969751,145042.3333
Netherlands Antilles,Europe - Western,Europe,America,1984,[1984],,25.11061,27.04848,,2.34,,,,,52.79999924,,,,,,,38360.77634,,,,,,74.019,,,,,,,,,,,179800,224.75,,,,,,,,,,,,,,
New Caledonia,Oceania,Oceania,East Asia & Pacific,1984,[1984],15.8643326,,,0,3.205,7.926495387,,,,50.40000153,,8937.756907,,,,,47895.81395,,,,8.839672211,,68.65,,,,,,,,,,3.52449841,152190,8.193,,,,,,,,1346169194,,,,58.5524,4.006595588,1206.333333
New Zealand,Oceania,Oceania,East Asia & Pacific,1984,[1984],62.96380692,25.49691,24.56961,0,2.1239,5.950615563,10,3.251076198,31.80411411,59.79999924,,11418.25346,,,4.730000019,35.00282478,37225.75578,,,11.5,7.611171833,,74.49,,,,,1.7,1.182601,1.703684,0.6339729,1.154151609,0.865186525,3243586,11.99,,100.453,,2744.706957,14.16839,,30.39,36847845727,,-3.198710671,20.46256,83.624,0.923799317,19301.33333
Nicaragua,America - Central,Central and South America,America,1984,[1984],32.26691042,24.25427,24.82252,0,5.589,0.513081832,-1,0.513428843,16.44303871,47.59999847,,1250.989036,,,,29.45081127,6795.678322,,,62.4,38.96199866,,60.138,,,,,0.636900008,,,,,2.530849348,3608911,27.761,,111.285,,142.6038754,,,,3479589248,,-13.00777256,,50.898,3.003495862,1851.666667
Niger,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],24.29936054,20.6501,20.25888,0,7.773,0.15148219,-7,,22.91307617,45.09999847,,188.1170719,,,,26.9694594,1409.224514,,,136.9,11.72490751,,41.313,,,,,0.0251,,,,,2.752241362,6559627,5.177,,,,,,,,1233977824,,-4.056383232,,14.3174,4.290830704,993.6666667
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],77.81657279,21.10216,22.06904,0,6.726,0.831851932,-7,0.710702464,14.85080438,45.70000076,,293.5968613,,,,12.9529303,1358.552595,,,124.3,16.94666107,,46.33,,,,,,,,,,2.487351036,83691577,90.598,,68.014,,37.8874786,,,,24571584325,,1.897874079,,31.186,4.596921984,69619
Niue,Oceania,Oceania,East Asia & Pacific,1984,[1984],,,,,,1.291079812,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840,10.923,,,,,,,,,,,,,,3.666666667
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],,,,0,,8.022950373,,1.878643758,,,,,,,,,,,,36,,,,,,,,,,,,,1.695530515,,152.825,,,,,,,,,,,,57.4952,1.954670205,147792.3333
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1984,[1984],,,,0,,,,,,,,,,,,,6421.34946,,,,,,,,,,,,,,,,11.83496752,27362,58.97,,,,,,,,,,,,88.0616,12.19832753,
Norway,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],3.135270146,24.88225,23.99738,0.943658398,1.66,7.997615681,10,4.663362156,42.92377912,74.19999695,,24643.33056,,,10.17000008,34.04230572,27548.86795,,,8.2,6.184281434,,76.19,,,0.400000006,,2.2,1.049728,1.634887,0.4625567,2.075323514,0.282202673,4138150,10.744,,103.377,,6817.254053,14.92876,,,1.02E+11,,8.881473401,9.816588,71.157,0.497451664,33095.33333
Oman,Asia - Western,Asia,Middle East & North Africa,1984,[1984],3.421647819,23.44716,25.27262,0,8.299,5.49058507,-10,1.531665447,50.28061361,21.79999924,,6490.810471,,,,37.57917713,16128.07491,,,54.9,-4.718300213,,63.154,,,,,,,,,,5.087866598,1467846,4.743,,63.068,,654.1298513,,,,9527510186,,12.70143648,,55.1756,8.598487343,8059.333333
Pakistan,Asia - Southern,Asia,South Asia,1984,[1984],32.85855127,21.57176,22.03765,0,6.436,0.464270907,-7,0.3320974,11.07038959,12.60000038,,381.8105677,,,,22.6261363,1519.105683,,,115.9,9.65354905,,59.251,,,,,,,,,0.077410385,3.416609179,92300277,115.941,,45.561,,47.00821139,,,,35241221159,,-11.55574671,,29.0884,4.299193308,42852.33333
Palau,Oceania,Oceania,East Asia & Pacific,1984,[1984],,25.95121,26.81269,,,,,,,,,,,,,,14932.44009,,,34.7,,,,,,,,,,,,,2.698564419,13371,29.131,,,,,,,,,,,,66.4124,4.166239098,
Panama,America - Central,Central and South America,America,1984,[1984],26.44605865,23.86279,24.48199,0,3.492,1.321338659,-6,0.760592461,67.19738362,46.79999924,,3274.608714,,,,58.01265104,6746.942786,,,31.5,1.629140765,,71.464,,,,,1.020799994,3.475225,5.3724,1.480923,,2.148411943,2133947,28.258,,100.422,,246.2451821,1.82044,,,6987841441,,9.184732585,21.32722,51.7668,2.788315525,2819.666667
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1984,[1984],1.71134567,22.26208,21.56065,0,5.312,0.570946843,4,,39.44281581,78,,597.3648803,,,,53.14557322,1681.730589,,,71.2,7.438293615,,54.535,,,,,,,,,,2.666561492,3583521,7.742,,78.285,,,,,,2140669593,,-13.70275742,,13.8078,4.053619106,2046
Paraguay,America - South,Central and South America,America,1984,[1984],37.67178455,23.69463,23.89237,0,5.094,0.4297184,-8,0.615656095,15.88047884,64,,1311.282454,,,,22.07251174,4023.962677,,,43.6,26.9382946,,67.2,,,,,0.700600028,,,,,2.9564431,3592275,8.832,,,,152.6811542,,,,4710487179,,-6.192032898,,44.324,4.454385621,1543.666667
Peru,America - South,Central and South America,America,1984,[1984],14.72890625,23.18981,25.20174,0,4.475,1.087819658,7,0.571151323,19.3476003,46.20000076,,2031.675842,,,,15.40744522,5578.496743,,,73,109.9298016,,62.401,,,,,0.907500029,,,,0.308822806,2.316067643,19020616,14.8,,,,192.2397533,,,,38643726024,,3.94015508,,66.406,3.008153757,20691
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],36.28802361,21.4751,21.54787,0,4.795,0.58921772,-6,0.430044658,24.02413052,56.90000153,,994.458451,,,,25.07316757,2348.404685,,,51.3,53.3359576,,63.442,,,,,0.153600007,,,,0.159631028,2.755153408,52596291,175.321,,101.743,,75.02628646,,,48,52304826078,,-1.049037048,,41.933,5.445248314,30990.66667
Poland,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],62.19704433,25.20527,25.75254,0,2.294,11.75004055,-7,3.211684144,,77.30000305,,,,,,,9030.450647,,,18.6,,,70.9,,,,,1.9,1.761699,2.303637,1.280929,0.435384626,0.904590692,36923674,114.226,,,,383.4135888,13.90089,,,,,,15.09536,59.5708,1.529664294,433854.6667
Portugal,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],43.61748634,25.03374,24.8023,0,1.868,2.91933555,10,1.115894269,29.61414777,62.5,,6467.238496,,,1.399999976,36.03505512,11482.98624,,,17.6,24.67572405,,72.98,,,,,2.4,1.723369,2.783149,0.7757435,0.954092941,0.38455308,9955005,108.228,,,,412.4000082,8.968254,,37.726,64648016404,,-6.42090735,26.40798,44.7954,1.512885075,29062
Puerto Rico,America - Central,Central and South America,America,1984,[1984],52.31116122,25.10865,26.47655,0,2.387,,,,67.39586488,34.09999847,,9138.378665,,,,69.60746897,10902.91404,,,,3.353041389,,74.217,,,,,,,,,,0.993281463,3347316,377.162,,,,,,,,30560478202,,-2.211604087,,68.7042,1.647194543,
Qatar,Asia - Western,Asia,Middle East & North Africa,1984,[1984],5.090595341,25.31202,27.21747,,5.132,36.44289451,-10,15.92342293,,37.09999847,,,,,,,49067.6896,,,24.3,,,73.904,,,,,,,,,2.64964757,9.87704175,338365,30.76,,95.938,,,,,,,,,,89.9526,10.04104023,12331
Romania,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],65.08639403,24.78878,25.44407,0,2.17699115,8.365882793,-8,2.856939637,,81.90000153,,2128.045622,,,,,9855.445875,,,30.7,0.251422392,,69.667,,,,,1.723899961,,,,0.619346299,0.296830368,22622239,94.896,,,,213.0981694,,,56.12,48212873920,,,,48.9268,1.767320961,189255
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],,24.98785,26.69317,0,2.11,,-7,,,92.19999695,,,,,,,12130.31967,,,25.5,,,67.67,,,,,,,,,,0.757352968,142609801,8.352,,,,,,,,,,,15.65716,71.4886,1.366856001,
